activity,130 lb,155 lb,180 lb,205 lb,Calories per kg,avg_calories,calories_per_130lb,calories_per_155lb,calories_per_180lb,calories_per_205lb,intensity,activity_type,normalized_calories_per_kg,estimated_met
Carrying small children (var 40),173.11,182.0,271.73,306.45,0.7,195.21,162.68,220.88,255.93,287.39,Unknown,Other,0.09,3.39
"Rowing machine, very vigorous (var 66)",693.59,849.36,1051.52,1258.71,2.8,901.4,796.04,938.69,1031.88,986.99,High,Cardio,0.57,13.84
Roller skating (var 7),471.82,503.13,589.31,580.41,1.43,512.08,368.59,533.89,580.09,664.48,Unknown,Other,0.36,7.98
Walking downstairs (var 37),168.54,182.66,223.88,285.87,0.62,240.02,189.32,181.08,253.31,309.91,Unknown,Other,0.1,2.84
Painting (var 60),232.76,298.46,318.31,475.5,1.04,321.86,231.93,355.13,377.08,366.13,Unknown,Other,0.21,4.31
Rugby (var 69),522.7,652.77,767.64,1042.27,2.18,796.98,674.71,657.27,719.31,1036.57,Unknown,Other,0.57,9.59
"Gardening, general (var 2)",262.87,251.22,369.96,344.98,0.7,285.18,224.28,263.56,331.11,333.37,Unknown,Other,0.14,4.88
Lacrosse (var 88),480.54,569.94,600.34,702.27,1.83,586.26,493.11,562.95,705.91,710.88,Unknown,Other,0.36,9.21
Fencing (var 52),376.38,362.0,538.37,528.45,1.07,503.6,395.11,460.88,510.16,595.76,Unknown,Other,0.29,5.71
"Crew, sculling, rowing, competition (var 25)",789.26,773.88,1109.07,1048.02,2.17,885.16,798.92,863.57,895.68,1202.32,Unknown,Cardio,0.71,13.69
"Stationary cycling, very vigorous (var 61)",652.17,1001.82,886.21,1223.4,2.72,944.94,642.64,844.74,983.7,1074.6,High,Cardio,0.63,15.07
Tai chi (var 9),225.46,246.11,300.11,387.8,0.71,336.68,267.48,314.47,285.53,329.88,Unknown,Other,0.13,4.23
"Canoeing, rowing, moderate (var 84)",385.38,431.59,568.66,676.4,1.61,496.31,398.24,556.98,494.53,587.6,Moderate,Cardio,0.35,6.6
"Golf, walking and pulling clubs (var 73)",217.54,324.62,366.95,401.17,0.82,325.33,257.81,341.95,384.89,407.34,Unknown,Other,0.15,4.13
"Carrying infant, level ground (var 67)",224.02,267.86,253.51,291.01,0.66,275.4,223.23,266.27,274.39,329.94,Unknown,Other,0.13,4.09
"Speed skating, ice, competitive (var 15)",982.27,1155.53,1187.62,1495.84,2.82,1183.93,1002.54,1182.76,1376.27,1514.57,Unknown,Other,0.72,16.2
Shoveling snow by hand (var 37),389.3,382.86,421.56,624.33,1.19,444.84,344.14,461.05,419.09,545.27,Unknown,Other,0.31,6.14
"Walking 3.0 mph, moderate (var 4)",210.26,252.18,271.89,350.24,0.59,231.47,211.21,217.82,235.63,334.3,Moderate,Other,0.12,3.94
"Whitewater rafting, kayaking, canoeing (var 91)",318.09,317.94,418.88,512.48,1.02,387.56,316.17,344.75,403.05,476.87,Unknown,Other,0.21,5.75
"Basketball, shooting baskets (var 23)",233.36,342.02,344.52,368.04,1.01,363.64,240.72,350.84,366.22,388.84,Unknown,Other,0.16,4.92
"Cycling, mountain bike, bmx (var 14)",484.87,573.03,640.89,904.01,1.51,552.75,528.69,632.85,609.06,690.86,Unknown,Cardio,0.41,8.43
Unicycling (var 9),301.04,375.12,392.03,483.17,0.94,344.52,254.6,355.61,451.45,525.33,Unknown,Cardio,0.23,6.11
"Windsurfing, sailing (var 91)",168.71,200.76,242.5,315.86,0.62,247.39,192.8,222.02,263.26,295.29,Unknown,Other,0.09,3.51
"Horseback riding, walking (var 32)",160.95,177.38,233.13,217.33,0.51,192.31,137.19,197.5,231.08,239.63,Unknown,Other,0.05,2.44
Jazzercise (var 89),353.39,477.58,434.84,475.83,1.31,456.3,316.79,430.7,485.42,501.56,Unknown,Other,0.25,5.95
Wallyball (var 5),435.04,510.71,505.88,687.46,1.58,484.33,446.35,428.66,492.58,598.55,Unknown,Other,0.38,6.69
Carrying moderate loads upstairs (var 49),501.8,610.5,688.69,680.97,1.68,666.31,469.8,543.3,556.39,799.83,Moderate,Other,0.42,8.65
"Boxing, punching bag (var 82)",391.12,422.0,522.04,485.02,1.21,498.41,350.72,436.72,474.23,615.47,Unknown,Other,0.27,5.58
Swimming synchronized (var 21),430.15,528.31,618.24,823.02,1.5,667.47,446.68,525.71,586.7,751.72,Unknown,Other,0.44,8.55
"Cycling, 10-11.9 mph, light (var 84)",396.52,480.71,464.81,633.39,1.27,417.41,366.78,422.65,445.98,586.44,Low,Cardio,0.26,5.61
"Cycling, 16-19 mph, very fast, racing (var 70)",769.9,850.56,984.26,995.27,2.74,918.97,697.02,816.38,1084.45,1193.24,High,Cardio,0.67,14.43
"Ice skating, rapidly (var 44)",592.94,641.56,834.64,731.75,2.09,634.35,506.03,676.9,790.44,765.39,Unknown,Other,0.48,10.67
Carrying moderate loads upstairs (var 8),520.49,501.46,593.74,651.79,1.75,564.71,519.55,518.64,603.37,736.1,Moderate,Other,0.34,8.14
Kayaking (var 73),276.26,339.76,457.61,475.71,1.1,343.79,256.08,352.5,443.87,531.54,Unknown,Other,0.21,6.12
"Walk / run, playing with animals (var 40)",229.94,277.31,310.19,392.08,0.87,316.48,220.89,277.94,310.69,329.07,Unknown,Other,0.13,4.51
"Shuffleboard, lawn bowling (var 6)",190.59,231.41,217.9,245.83,0.54,221.91,179.94,191.14,244.17,277.74,Unknown,Other,0.1,3.05
Archery (var 61),193.25,276.19,263.59,295.8,0.71,226.73,227.82,210.22,248.46,374.01,Unknown,Other,0.12,4.1
Swimming synchronized (var 24),483.75,569.19,651.93,657.44,1.55,536.83,487.89,613.43,642.03,847.72,Unknown,Other,0.41,8.67
"Golf, miniature golf (var 52)",157.27,210.96,237.17,286.67,0.7,249.91,165.6,232.16,254.66,249.56,Unknown,Other,0.09,3.62
"Golf, general (var 20)",247.42,351.68,389.16,466.76,1.03,291.76,250.78,273.26,349.57,465.59,Unknown,Other,0.18,5.32
"Diving, springboard or platform (var 66)",203.27,217.88,281.6,242.88,0.56,241.02,180.12,182.19,250.47,315.3,Unknown,Other,0.08,3.48
"Jumping rope, fast (var 56)",766.36,828.94,895.19,1058.79,2.19,906.45,809.56,876.97,1087.8,970.69,High,Other,0.7,11.59
Archery (var 72),227.73,277.49,326.56,360.89,0.82,250.69,186.57,229.0,274.35,325.57,Unknown,Other,0.11,3.75
Bowling (var 49),195.66,235.08,262.65,246.46,0.64,245.51,199.13,194.74,220.27,269.67,Unknown,Other,0.08,3.07
"Mowing lawn, riding mower (var 30)",167.52,180.77,228.57,198.43,0.55,205.3,156.93,185.11,213.2,231.69,Unknown,Other,0.06,2.42
"Canoeing, rowing, light (var 70)",165.75,234.14,236.53,274.26,0.62,244.02,169.26,182.47,271.62,306.14,Low,Cardio,0.08,3.36
"Swimming, treading water, moderate (var 5)",267.9,267.12,282.75,400.72,0.92,268.07,252.06,256.48,312.23,401.77,Moderate,Other,0.17,4.44
"Surfing, body surfing or board surfing (var 80)",178.12,203.9,261.12,275.11,0.66,253.17,155.57,195.46,277.01,278.4,Unknown,Other,0.1,2.78
"Frisbee, ultimate frisbee (var 86)",494.3,565.64,728.75,672.9,1.57,677.93,458.5,517.11,749.01,788.01,Unknown,Other,0.42,9.51
"Cycling, 10-11.9 mph, light (var 85)",362.85,367.07,443.04,635.9,1.29,423.06,395.33,407.56,488.33,562.42,Low,Cardio,0.26,6.37
"Running, 6 mph (10 min mile) (var 79)",640.74,753.55,929.13,966.98,2.25,777.42,610.43,774.2,761.71,914.6,Unknown,Cardio,0.59,9.29
"Surfing, body surfing or board surfing (var 22)",175.5,215.42,257.92,264.63,0.56,235.98,169.56,228.79,266.33,247.08,Unknown,Other,0.08,3.41
"Horseback riding, grooming horse (var 36)",222.29,223.19,258.73,369.46,0.79,248.35,196.97,213.52,316.12,349.82,Unknown,Other,0.11,4.23
Walking 5.0 mph (var 35),436.09,549.12,598.74,734.17,1.58,570.94,421.92,498.87,751.34,759.66,Unknown,Other,0.38,8.14
Softball or baseball (var 76),329.66,351.58,446.42,476.78,1.02,373.02,259.8,374.72,415.03,400.97,Unknown,Other,0.19,5.48
"Skiing, water skiing (var 72)",368.62,407.17,561.2,479.14,1.37,489.84,336.92,386.41,525.15,484.83,Unknown,Other,0.29,5.83
"Shuffleboard, lawn bowling (var 55)",157.51,187.91,247.31,246.28,0.57,212.6,182.59,180.21,274.34,244.94,Unknown,Other,0.1,3.65
Pushing a wheelchair (var 62),236.55,307.76,343.71,363.63,0.74,323.58,221.8,319.81,341.23,401.57,Unknown,Other,0.14,4.01
Fencing (var 96),354.84,422.06,526.23,624.24,1.21,492.8,319.49,466.17,424.93,510.74,Unknown,Other,0.29,7.25
"Windsurfing, sailing (var 60)",193.85,186.49,208.54,307.67,0.66,205.86,165.33,184.85,249.92,241.75,Unknown,Other,0.1,3.64
"Sailing, competition (var 10)",330.8,362.56,349.32,484.47,0.96,398.69,326.3,339.93,359.92,526.41,Unknown,Other,0.21,6.17
Water volleyball (var 63),176.08,228.54,213.84,288.5,0.53,239.43,167.08,186.84,280.52,243.27,Unknown,Other,0.1,3.6
Shoveling snow by hand (var 63),371.35,363.55,488.9,577.45,1.17,463.31,338.4,427.89,436.65,590.25,Unknown,Other,0.31,5.83
"Walking, pushing a wheelchair (var 77)",215.83,299.03,334.48,353.98,0.89,268.62,216.07,321.91,314.0,375.22,Unknown,Other,0.17,4.0
"Ice skating, rapidly (var 58)",494.81,720.5,842.6,907.41,1.84,738.88,517.67,656.3,665.87,902.4,Unknown,Other,0.42,8.76
"Canoeing, rowing, light (var 62)",195.04,180.54,275.22,248.37,0.57,201.05,162.56,237.64,228.6,271.13,Low,Cardio,0.08,3.58
"Weight lifting, body building, vigorous (var 43)",395.9,394.78,535.27,476.0,1.35,456.13,335.52,405.87,441.1,606.69,High,Strength,0.27,7.06
"Racquetball, competitive (var 73)",602.15,599.95,830.44,965.33,2.09,736.17,625.99,677.49,743.98,1069.16,Unknown,Other,0.49,11.15
"Running, 7.5mph (8 min mile) (var 50)",809.53,794.8,1168.94,1027.66,2.85,949.85,633.59,856.09,1061.79,1051.13,Unknown,Cardio,0.6,14.49
"Handball, team (var 97)",533.08,616.11,700.27,840.57,1.55,566.64,523.7,587.81,721.41,708.67,Unknown,Other,0.41,7.46
"Walking, under 2.0 mph, very slow (var 80)",107.71,121.87,180.79,200.18,0.38,136.69,117.34,135.46,165.5,168.4,Low,Other,0.03,2.35
"Canoeing, rowing, vigorous (var 67)",790.65,853.21,1060.13,1057.07,2.13,921.59,792.91,724.06,945.6,1079.63,High,Cardio,0.56,12.99
Archery (var 91),191.24,209.37,249.8,304.72,0.81,279.96,232.05,259.34,259.73,291.86,Unknown,Other,0.13,4.29
"Downhill snow skiing, racing (var 36)",528.16,611.52,646.63,817.78,1.46,588.36,492.41,559.89,590.22,753.22,High,Other,0.45,8.38
"Golf, walking and carrying clubs (var 60)",266.15,316.01,325.47,385.44,0.86,296.05,283.68,356.08,340.69,422.02,Unknown,Other,0.19,5.31
"Basketball, shooting baskets (var 61)",261.84,310.53,329.96,420.43,0.84,313.04,252.57,354.49,369.94,437.75,Unknown,Other,0.18,5.62
Softball or baseball (var 12),335.8,338.06,389.98,415.25,1.16,380.1,323.62,359.47,428.03,411.93,Unknown,Other,0.22,6.0
"Surfing, body surfing or board surfing (var 59)",170.91,188.02,275.91,267.12,0.56,196.26,166.69,218.96,263.31,296.32,Unknown,Other,0.08,3.14
"Climbing hills, carrying 21 to 42 lb (var 11)",441.15,504.55,688.38,753.7,1.54,610.14,431.75,514.91,692.5,829.95,Unknown,Other,0.38,8.13
"Jumping rope, fast (var 83)",771.94,955.21,1127.14,951.82,2.19,1012.37,658.9,909.47,997.29,1127.78,High,Other,0.73,11.45
"Walk / run, playing with animals (var 94)",218.71,251.61,374.66,381.9,0.89,306.29,250.77,246.59,312.83,425.29,Unknown,Other,0.13,4.95
"Calisthenics, light (var 35)",217.14,273.25,292.9,370.6,0.82,285.08,208.51,213.63,319.33,327.38,Low,Strength,0.13,3.99
Taking out trash (var 75),161.08,182.56,217.3,297.65,0.65,223.11,180.33,216.46,220.05,249.13,Unknown,Other,0.09,3.39
Jazzercise (var 96),334.55,450.28,506.92,536.9,1.17,465.49,363.21,435.04,426.41,535.27,Unknown,Other,0.28,6.99
"Hiking, cross country (var 80)",358.44,363.0,514.22,540.08,1.21,434.68,323.02,419.25,438.63,481.94,Unknown,Other,0.27,6.28
"Rowing machine, very vigorous (var 93)",609.01,758.24,1061.84,1239.39,2.32,933.73,812.04,819.38,901.39,1093.04,High,Cardio,0.54,11.5
Race walking (var 1),424.15,498.66,580.6,671.99,1.29,426.02,391.14,483.55,514.97,630.58,Unknown,Other,0.27,7.93
Raking lawn (var 54),290.88,338.95,350.19,425.16,0.76,375.68,229.53,266.99,308.56,387.68,Unknown,Other,0.18,4.82
"Stationary cycling, moderate (var 83)",376.07,484.97,560.52,729.95,1.36,454.84,438.98,497.32,615.79,747.72,Moderate,Cardio,0.28,7.47
Krav maga training (var 68),629.2,746.68,931.18,1047.92,2.19,823.59,622.43,806.98,784.94,881.69,Unknown,Other,0.49,12.08
Playing soccer (var 78),382.6,558.84,524.85,561.05,1.53,524.5,368.84,471.61,582.58,671.63,Unknown,Other,0.35,8.12
"Stationary cycling, very vigorous (var 49)",633.14,999.2,1075.26,1320.91,2.92,1010.21,697.62,934.44,1026.63,1027.17,High,Cardio,0.66,13.5
"Weeding, cultivating garden (var 91)",280.87,352.33,365.03,383.53,0.8,376.5,278.0,356.99,390.07,368.75,Unknown,Other,0.18,4.58
Swimming synchronized (var 82),471.05,517.06,560.4,743.88,1.58,607.08,404.22,537.5,701.54,712.39,Unknown,Other,0.41,9.47
General cleaning (var 45),176.91,280.78,273.56,317.68,0.83,252.59,191.81,227.98,284.33,295.17,Unknown,Other,0.12,3.45
Kickball (var 9),380.53,482.56,587.12,606.3,1.3,590.2,439.0,524.95,633.62,695.64,Unknown,Other,0.33,7.64
"Running, 7 mph (8.5 min mile) (var 73)",724.67,754.96,850.9,1084.11,2.17,853.72,705.96,782.61,809.65,1117.78,Unknown,Cardio,0.64,11.21
Orienteering (var 23),584.93,594.85,793.44,904.35,2.02,627.11,592.4,670.36,666.55,944.51,Unknown,Other,0.47,10.87
"Mowing lawn, riding mower (var 16)",170.08,149.8,213.27,251.0,0.44,176.21,162.95,166.98,213.65,224.75,Unknown,Other,0.05,2.79
Carrying heavy loads (var 97),430.89,547.71,680.86,745.41,1.45,565.02,524.68,537.09,603.62,811.76,Unknown,Other,0.4,9.35
Horseshoe pitching (var 66),171.68,229.18,271.43,316.48,0.56,197.8,165.25,227.46,280.42,294.5,Unknown,Other,0.08,3.46
"Swimming, treading water, moderate (var 13)",266.67,318.56,353.41,371.06,0.78,301.96,226.61,253.67,354.18,357.58,Moderate,Other,0.13,4.0
"Golf, miniature golf (var 75)",179.97,209.84,222.68,290.05,0.65,245.83,169.65,198.68,214.12,306.68,Unknown,Other,0.1,3.38
"Rowing machine, vigorous (var 42)",467.72,650.89,621.3,875.3,1.91,602.39,531.65,656.84,748.57,822.47,High,Cardio,0.41,9.54
"Frisbee playing, general (var 4)",159.9,237.19,246.84,306.47,0.6,252.86,150.96,207.84,240.89,312.33,Unknown,Other,0.1,3.23
"Diving, springboard or platform (var 5)",203.15,204.94,277.37,242.24,0.65,222.74,163.67,234.37,231.07,246.89,Unknown,Other,0.1,3.08
"Running, on a track, team practice (var 66)",513.67,599.59,835.22,883.28,2.15,864.33,601.17,803.37,725.21,971.69,Unknown,Cardio,0.49,10.8
"Cross country snow skiing, slow (var 22)",438.5,471.43,636.26,725.82,1.45,568.89,411.39,497.68,597.22,669.53,Low,Other,0.38,8.11
Jazzercise (var 84),302.7,399.69,551.16,584.91,1.4,411.2,316.39,409.06,443.89,533.37,Unknown,Other,0.29,6.22
"Running, 5.2 mph (11.5 minute mile) (var 13)",554.29,576.95,728.57,920.32,1.87,759.75,564.27,593.13,758.91,724.66,Unknown,Cardio,0.42,10.04
"Volleyball, beach (var 90)",444.2,562.48,652.32,795.63,1.75,629.13,513.75,480.31,721.66,650.84,Unknown,Other,0.35,8.57
"Climbing hills, carrying 21 to 42 lb (var 98)",446.71,520.71,737.0,693.63,1.62,586.16,444.86,504.54,617.74,767.57,Unknown,Other,0.38,9.67
Swimming butterfly (var 49),671.02,718.5,919.55,1087.71,2.08,947.04,690.86,818.2,856.9,1005.15,Unknown,Other,0.6,10.73
"Calisthenics, vigorous, pushups, situps… (var 47)",448.69,557.27,588.8,693.38,1.57,607.68,478.5,544.61,599.98,711.29,High,Strength,0.45,9.22
"Volleyball, competitive (var 62)",416.05,544.28,659.99,826.38,1.65,645.18,452.0,523.03,722.88,701.07,Unknown,Other,0.38,9.76
"Ballroom dancing, slow (var 75)",178.53,180.82,280.75,289.61,0.65,243.53,199.73,199.06,279.84,310.43,Low,Cardio,0.09,3.66
Unicycling (var 9),281.08,394.93,403.96,451.78,1.07,433.02,319.58,364.48,424.97,403.75,Unknown,Cardio,0.24,5.54
"Basketball, officiating (var 41)",417.16,505.81,505.75,732.72,1.45,607.15,445.72,542.93,509.78,647.55,Unknown,Other,0.3,8.71
Carrying heavy loads (var 32),530.64,554.57,744.6,702.8,1.74,616.94,529.7,482.85,694.37,804.6,Unknown,Other,0.37,8.04
"Stationary cycling, light (var 68)",373.65,358.84,417.01,498.15,1.08,363.04,367.42,416.31,475.75,536.51,Low,Cardio,0.25,6.7
"Softball, officiating (var 85)",247.29,301.48,329.64,371.33,0.75,332.31,268.91,320.39,308.83,342.65,Unknown,Other,0.15,4.44
"Aerobics, general (var 72)",372.13,432.3,524.96,552.24,1.45,560.81,440.84,501.47,568.65,552.77,Unknown,Cardio,0.26,6.8
Snow shoeing (var 21),445.7,557.46,626.8,662.31,1.65,569.62,490.66,585.35,602.87,662.66,Unknown,Other,0.36,7.79
"Climbing hills, carrying up to 9 lbs (var 88)",355.37,446.36,512.76,634.81,1.28,554.3,403.85,431.84,534.66,625.1,Unknown,Other,0.31,6.84
"Cross country skiing, racing (var 33)",904.33,869.89,1156.96,1339.88,2.65,1076.66,755.54,1116.36,1215.42,1490.88,High,Other,0.83,16.22
"Running, 9 mph (6.5 min mile) (var 29)",777.75,1104.72,1135.64,1418.08,2.92,1015.76,799.81,1190.82,1207.98,1364.71,Unknown,Cardio,0.84,18.13
"Walking 3.0 mph, moderate (var 24)",192.31,237.01,290.38,325.01,0.71,245.94,220.14,221.38,245.5,341.25,Moderate,Other,0.11,3.28
"Backpacking, Hiking with pack (var 43)",352.58,427.38,563.97,585.66,1.31,528.78,453.82,498.69,492.4,633.82,Unknown,Other,0.36,6.48
"Walk/run, playing with children, moderate (var 42)",213.29,275.07,349.0,425.12,0.75,329.87,251.38,303.52,319.0,341.59,Moderate,Other,0.15,4.62
"Boxing, in ring (var 50)",708.23,949.87,936.45,1232.54,2.39,1002.57,810.35,858.79,882.8,1031.87,Unknown,Other,0.58,12.31
Orienteering (var 63),578.62,639.22,778.75,829.26,1.93,644.2,586.87,558.0,763.66,755.04,Unknown,Other,0.39,8.98
